PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Suazo, A; Pacheco, DP; Cave, RD; Frank, JH				Suazo, Alonso; Pacheco, Diego Pu; Cave, Ronald D.; Frank, J. H.			Longevity and fecundity of Metamasius quadrilineatus Champion (Coleoptera : Dryophthoridae) on a natural bromeliad host in the laboratory	COLEOPTERISTS BULLETIN												The bromeliad-eating weevil Metamasius quadrilineatus Champion is the native host of the tachinid Lixadmontia franki Wood and Cave, which is being studied as a candidate biological control agent of the Mexican bromeliad weevil, Metamasius callizona (Chevrolat), a pest of native bromeliads in Florida. Information on the reproductive biology of M. quadrilineatus was gathered in order to produce sufficient quantities of the weevil and L. franki for biological and non-target testing studies. Longevity, fecundity, and egg viability of M quadrilineatus females on Catopsis hahnii (Baker) were studied under laboratory conditions at 21 degrees C temperature, 70% relative humidity, and a 12 : 12 hr light:dark photoperiod. Females lived an average of 17.0 +/- 1.3 weeks (range = 3-29 weeks). Survivorship decreased significantly starting in week 11 and reached 48% in week 19. Females initiated oviposition 3.3 +/- 0.2 weeks (mean +/- standard error) after emergence. In total, 593 eggs were produced by 30 caged females in a 22-week oviposition period. Most of the egg production (83%) was obtained during weeks 3-13 after emergence. Maximum egg production of 3.3 eggs/female/week was reached at week S. Average egg viability was 33%. The highest percent egg hatch (77%) was obtained in week 8, followed by weeks 7 and 9 with approximately 67% and 61% viability, respectively. Mean egg length and width were 0.72 +/- 0.003 and 0.31 +/- 0.002 mm (+/- standard error, sample size = 458).																	0010-065X	1938-4394				SEP	2006	60	3					264	270		10.1649/903.1								WOS:000241975500012						
J	Wallisdevries, MF; Van Swaay, CAM				Wallisdevries, Michiel F.; Van Swaay, Chris A. M.			Global warming and excess nitrogen may induce butterfly decline by microclimatic cooling	GLOBAL CHANGE BIOLOGY												Global warming may explain the current poleward shift of species distributions. However, paradoxically, climatic warming can lead to microclimatic cooling in spring by advancing plant growth, an effect worsened by excess nitrogen. We suggest that spring-developing but thermophilous organisms, such as butterflies hibernating as egg or larva, are particularly sensitive to the cooling of microclimates. Using published data on butterfly trends in distribution, we report a comparatively greater decline in egg-larva hibernators in European countries with oceanic climates and high nitrogen deposition, which supports this explanation. Furthermore, trends in abundance from a nationwide butterfly monitoring scheme reveal a 63% decrease over 13 years (1992-2004) for egg-larva hibernators in the Netherlands, contrasting with a nonsignificant trend in adult-pupa hibernators. This evidence supports the hypothesis that these environmental changes pose new threats to spring-developing, thermophilous species. We underline the threat of climate change to biodiversity, as previously suggested on the basis of mobility, habitat fragmentation and evolutionary adaptation, but we here emphasize a different ecological axis of change in habitat quality.																	1354-1013					SEP	2006	12	9					1620	1626		10.1111/j.1365-2486.2006.01202.x								WOS:000240005300004						
J	Davy, AJ; Bishop, GF; Mossman, H; Redondo-Gomez, S; Castillo, JM; Castellanos, EM; Luque, T; Figueroa, ME				Davy, A. J.; Bishop, G. F.; Mossman, H.; Redondo-Gomez, S.; Castillo, J. M.; Castellanos, E. M.; Luque, T.; Figueroa, M. E.			Biological flora of the British Isles: Sarcocornia perennis (Miller) A.J. Scott	JOURNAL OF ECOLOGY												1 This account reviews information on all aspects of the biology of Sarcocornia perennis that are relevant to understanding its ecological characteristics and behaviour. The main topics are presented within the standard framework of the Biological Flora of the British Isles: distribution, habitat, communities, responses to biotic factors, responses to environment, structure and physiology, phenology, floral and seed characters, herbivores and disease, history, and conservation. 2 Sarcocornia perennis (Miller) A.J. Scott (Salicornia perennis Miller; Salicornia radicans Sm.; Arthrocnemum [Arthrocnemon] perenne (Miller) Moss) of the European and African coasts is now considered also to include Salicornia virginica L., S. ambigua Michx. and S. gaudichaudiana Moq. of the Americas. Sarcocornia perennis is a spreading, jointed-stemmed, halophyte that differs from the closely related Salicornia in being a shrubby perennial and in aspects of inflorescence structure. In Britain, it is found mainly on the coasts of south-east England, on gravelly or sandy foreshores, and well-drained sediments of tidal salt marshes. 3 Sarcocornia perennis occurs relatively low in the tidal frame but only in well-drained situations, as seedling establishment and long-term survival are intolerant of highly reducing surface sediments. It has a role in the early stages of salt-marsh succession, sometimes as the primary colonist on sandy substrates. In southern Europe, its invasion may be facilitated by the raised clonal tussocks of Spartina maritima, a primary colonist; subsequently, S. perennis dominates the tussocks and supports their rapid radial and upward growth by trapping silt. Pollen flow from the high marsh species Sarcocornia fruticosa may allow invasion by hybrids between the two species. 4 Hybridization between the diploid S. perennis and octaploid S. fruticosa in south-west Spain has been confirmed by analysis of random amplified DNA (RAPDs). This has also clarified the relationship between the two subspecies present there (the widely distributed ssp. perennis and the more upright, rigid Iberian endemic ssp. alpini (Lag.) Castroviejo). 5 Sarcocornia perennis maintains low water potentials and a positive carbon balance under highly saline conditions. Salinity treatment had no effect on the efficiency of Photosystem II (Fv/Fm). Total germination was also unaffected by salinity up to 2%, although above this it was progressively inhibited; the reduction in germination at seawater concentrations was mainly osmotically enforced dormancy, which would promote dispersal by tides and currents.				Davy, Anthony/E-1542-2011; Redondo-Gomez, Susana/E-6783-2010; Figueroa Clemente, Manuel Enrique/L-7577-2014; Castellanos Verdugo, Eloy Manuel/S-1820-2016	Davy, Anthony/0000-0002-7658-7106; Redondo-Gomez, Susana/0000-0002-5280-9325; Figueroa Clemente, Manuel Enrique/0000-0002-8806-4054; Castellanos Verdugo, Eloy Manuel/0000-0001-6182-9689; Mossman, Hannah/0000-0001-5958-5320; Luque Palomo, Teresa/0000-0001-8512-3584; Castillo, Jesus M/0000-0003-1949-4349												0022-0477	1365-2745				SEP	2006	94	5					1035	1048		10.1111/j.1365-2745.2006.01156.x								WOS:000239510400015						
J	Coelho, LA; Rodrigues, PA; Nonaka, KO; Sasa, A; Balieiro, JCC; Vicente, WRR; Cipolla-Neto, J				Coelho, L. A.; Rodrigues, P. A.; Nonaka, K. O.; Sasa, A.; Balieiro, J. C. C.; Vicente, W. R. R.; Cipolla-Neto, J.			Annual pattern of plasma melatonin and progesterone concentrations in hair and wool ewe lambs kept under natural photoperiod at lower latitudes in the southern hemisphere	JOURNAL OF PINEAL RESEARCH												To study the annual pattern of plasma melatonin and progesterone concentrations in hair [Santa Ines (SI)] and wool [Romney Marsh (RM) and Suffolk (SU)] ewe lambs kept under natural photoperiods at 21 degrees 59'S, 12 ewe lambs (four/breed) were used. For melatonin, blood samples were collected monthly throughout the year at the onset (17:00, 19:00 and 21:00 hr) and end (04:00, 06:00 and 08:00 hr) of the night, and for progesterone the samples were collected in the morning, two to three times a week throughout the year. Plasma melatonin concentrations at different times of the day changed according to the season. In diurnal periods (17:00 and 8:00 hr) no seasonal differences were observed but they became evident in the nocturnal intervals (21:00 and 4:00 hr) and transitional night-day (6:00 hr) times. The patterns of melatonin secretion were higher in winter and autumn than in spring and summer. The patterns of plasma progesterone secretion were affected by interaction between breed and season. There was no seasonal variation in plasma progesterone concentrations for SI females. The progesterone pattern for RM and SU females varied with season. The plasma levels were higher in autumn and winter than in spring and summer. At 21 degrees 59'S hair and wool ewe lambs showed the same annual pattern of plasma melatonin concentration while the annual progesterone profiles were quite different. For SI females this pattern was constant along all seasons and for RM and SU females this pattern was higher during autumn and winter than spring and summer.				Coelho, Lia/D-2184-2012; Balieiro, Julio/D-8647-2012; Nonaka, Keico Okino/E-3679-2012; Vicente, Wilter/J-4984-2012; Cipolla-Neto, Jose/B-1619-2009	Coelho, Lia/0000-0002-8993-8761; Balieiro, Julio/0000-0003-0540-1850; Vicente, Wilter/0000-0001-7696-0962; Cipolla-Neto, Jose/0000-0003-3748-3731												0742-3098					SEP	2006	41	2					101	107		10.1111/j.1600-079X.2006.00333.x								WOS:000239371000002	16879314					
J	Tryjanowski, P; Panek, M; Sparks, T				Tryjanowski, Piotr; Panek, Marek; Sparks, Tim			Phenological response of plants to temperature varies at the same latitude: case study of dog violet and horse chestnut in England and Poland	CLIMATE RESEARCH												We analysed phenological observations of first flowering of early dog violet Viola reichenbachiana and horse chestnut Aesculus hippocastanum at similar latitudes (and hence photoperiod) in the UK and Poland during the 26 years 1970-1995. Temperatures in Poland were significantly colder than in the UK for February and March and significantly warmer in May. Mean first flowering dates of both species were not significantly different between the 2 countries. However, records in the UK were significantly more variable. Both species in both locations showed significant temperature responsiveness although plants in the UK were more responsive than those in Poland. We conclude that locally adapted species may differ in their projected change under future climate warming.				Tryjanowski, Piotr/C-1367-2009	Sparks, Tim/0000-0003-4382-7051												0936-577X					AUG 10	2006	32	1					89	93		10.3354/cr032089								WOS:000241853000008						
J	Putra, NS; Yasuda, H				Putra, Nugroho Susetya; Yasuda, Hironori			Effects of prey species and its density on larval performance of two species of hoverfly larvae, Episyrphus balteatus de Geer and Eupeodes corollae Fabricius (Diptera : Syrphidae)	APPLIED ENTOMOLOGY AND ZOOLOGY												Functional response and effects of prey species, Acyrfosiphon pisum (Harris) and Aphis craccivora Koch, and its density on larval performance such as survival rate and development time in addition to adult weight gain of the two predatory hoverflies, Episyrphus balteatus de Geer and Eupeodes corollae Fabricius, were examined in the laboratory. Our study revealed that prey density positively influences larval performance and the adult weight of the two hoverfly species. However, the effects of prey species on survival rate and development time differed: A. pisum was better food for E. balteatus, while the larval performance of E. corollae was enhanced by A. craccivora. In addition, the effect of prey density differed with development stage, since voracity increased with larval development. Both hoverfly species tended to eat a larger number of preys with lower quality, which in turn resulted in lower performance. The functional response differed between species involved and among development stages. During the third-instar stage, both species showed linear relationships as a functional response, while Holling's Type II response was observed during the young instar phase. E. balteatus tended to have linear relationships than E. corollae, and this would be caused by the larger size of E. balteatus, which in turn consumed more aphids than did E. corollae. This study suggests that the differences in the effects of prey species and its density on the larval performance of the two hoverflies, are attributable to the differences in the range of food habit and body size.																	0003-6862					AUG	2006	41	3					389	397		10.1303/aez.2006.389								WOS:000241342100002						
J	Raven, JA; Cockell, CS				Raven, J. A.; Cockell, C. S.			Influence on photosynthesis of starlight, moonlight, planetlight, and light pollution (reflections on photosynthetically active radiation in the universe)	ASTROBIOLOGY												Photosynthesis on Earth can occur in a diversity of organisms in the photosynthetically active radiation (PAR) range of 10 nmol of photons m(-2) s(-1) to 8 mmol of photons m(-2) s(-1). Similar considerations would probably apply to photosynthetic organisms on Earth-like planets (ELPs) in the continuously habitable zone of other stars. On Earth, starlight PAR is inadequate for photosynthetically supported growth. An increase in starlight even to reach the minimum theoretical levels to allow for photosynthesis would require a universe that was approximately ten million times older, or with a ten million times greater density of stars, than is the case for the present universe. Photosynthesis on an ELP using PAR reflected from a natural satellite with the same size as our Moon, but at the Roche limit, could support a low rate of photosynthesis at full Moon. Photosynthesis on an ELP-like satellite of a Jupiter-sized planet using light reflected from the planet could be almost 1% of the rate in full sunlight on Earth when the planet was full. These potential contributions to photosynthesis require that the contribution is compared with the rate of photosynthesis driven by direct radiation from the star. Light pollution on Earth only energizes photosynthesis by organisms that are very close to the light source. However, effects of light pollution on photosynthesis can be more widespread if the photosynthetic canopy is retained for more of the year, caused by effects on photoperiodism, with implications for the influence of civilizations on photosynthesis.																	1531-1074	1557-8070				AUG	2006	6	4					668	675		10.1089/ast.2006.6.668								WOS:000240070800012	16916290					
J	Mason, DD; Barboza, PS; Ward, DH				Mason, Danielle D.; Barboza, Perry S.; Ward, David H.			Nutritional condition of Pacific Black Brant wintering at the extremes of their range	CONDOR												Endogenous stores of energy allow birds to survive periods of severe weather and food shortage during winter. We documented changes in lipid, protein, moisture, and ash in body tissues of adult female Pacific Black Brant (Branta bernicla nigricans) and modeled the energetic costs of wintering. Birds were collected at the extremes of their winter range, in Alaska and Baja California, Mexico. Body lipids decreased over winter for birds in Alaska but increased for those in Baja California. Conversely, body protein increased over winter for Brant in Alaska and remained stable for birds in Baja California. Lipid stores likely fuel migration for Brant wintering in Baja California and ensure winter survival for those in Alaska. Increases in body protein may support earlier reproduction for Brant in Alaska. Predicted energy demands were similar between sites during late winter but avenues of expenditure were different. Birds in Baja California spent more energy on lipid synthesis while those in Alaska incurred higher thermoregulatory costs. Estimated daily intake rates of eelgrass were similar between sites in early winter; however, feeding time was more constrained in Alaska because of high tides and short photoperiods. Despite differences in energetic costs and foraging time, Brant wintering at both sites appeared to be in good condition. We suggest that wintering in Alaska may be more advantageous than long-distance migration if winter survival is similar between sites and constraints on foraging time do not impair body condition.																	0010-5422					AUG	2006	108	3					678	690		10.1650/0010-5422(2006)108[678:NCOPBB]2.0.CO;2								WOS:000239827500016						
J	Schmidt, PS; Conde, DR				Schmidt, Paul S.; Conde, Daphne R.			Environmental heterogeneity and the maintenance of genetic variation for reproductive diapause in Drosophila melanogaster	EVOLUTION												Drosophila melanogaster has colonized temperate habitats on multiple continents over a historical time period, and many traits vary predictably with latitude. Despite considerable attention paid to clinal variation in Drosophila, the mechanisms generating such patterns in nature remain largely unidentified. In D. melanogaster, the expression of reproductive diapause can be induced by exposure to low temperatures and shortened photoperiods. Both diapause expression itself and the underlying genetic variance for diapause expression have widespread impacts on organismal fitness, and diapause incidence exhibits a 60% cline in frequency in the eastern United States. The major aim of this study was to evaluate whether the relative fitness of diapause and nondiapause genotypes varies predictably with environment. In experimental population cages in the laboratory, the frequency of genotypes that express diapause increased over time when flies were exposed to environmental stress, whereas the frequency of nondiapause genotypes increased when flies were cultured under benign control conditions. Other fitness traits correlated with the genetic variance for diapause expression (longevity, mortality rates, stress resistance, lipid content, preadult viability, fecundity profiles, and development time) also diverged between experimental treatments. Similarly, sampling of isofemale lines from natural populations revealed that the frequency of diapause incidence cycled over time in seasonal habitats: diapause expression was at high frequency following the winter season and subsequently declined throughout the summer months. In contrast, diapause expression was low and temporally homogeneous in isofemale line collections from human-associated urban habitats. These data suggest that genetic variation underlying the diapause-nondiapause dichotomy may be actively maintained by selection pressures that vary spatially and temporally in natural populations.																	0014-3820					AUG	2006	60	8					1602	1611		10.1554/05-430.1								WOS:000240530300008	17017061					
J	Moretti, M; Conedera, M; Moresi, R; Guisan, A				Moretti, Marco; Conedera, Marco; Moresi, Ruben; Guisan, Antoine			Modelling the influence of change in fire regime on the local distribution of a Mediterranean pyrophytic plant species (Cistus salviifolius) at its northern range limit	JOURNAL OF BIOGEOGRAPHY												Aims: To assess the potential distribution of an obligate seeder and active pyrophyte, Cistus salviifolius, a vulnerable species in the Swiss Red List; to derive scenarios by changing the fire return interval; and to discuss the results from a conservation perspective. A more general aim is to assess the impact of fire as a natural factor influencing the vegetation of the southern slopes of the Alps. Locations: Alps, southern Switzerland. Methods: Presence-absence data to fit the model were obtained from the most recent field mapping of C. salviifolius. The quantitative environmental predictors used in this study include topographic, climatic and disturbance (fire) predictors. Models were fitted by logistic regression and evaluated by jackknife and bootstrap approaches. Changes in fire regime were simulated by increasing the time-return interval of fire (simulating longer periods without fire). Two scenarios were considered: no fire in the past 15 years; or in the past 35 years. Results: Rock cover, slope, topographic position, potential evapotranspiration and time elapsed since the last fire were selected in the final model. The Nagelkerke R-2 of the model for C. salviifolius was 0.57 and the Jackknife area under the curve evaluation was 0.89. The bootstrap evaluation revealed model robustness. By increasing the return interval of fire by either up to 15 years, or 35 years, the modelled C. salviifolius population declined by 30-40%, respectively. Main conclusions: Although fire plays a significant role, topography and rock cover appear to be the most important predictors, suggesting that the distribution of C. salviifolius in the southern Swiss Alps is closely related to the availability of supposedly competition-free sites, such as emerging bedrock, ridge locations or steep slopes. Fire is more likely to play a secondary role in allowing C. salviifolius to extend its occurrence temporarily, by increasing germination rates and reducing the competition from surrounding vegetation. To maintain a viable dormant seed bank for C. salviifolius, conservation managers should consider carrying out vegetation clearing and managing wild fire propagation to reduce competition and ensure sufficient recruitment for this species.				Moretti, Marco/B-7257-2013; Guisan, Antoine/A-1057-2011	Moretti, Marco/0000-0002-5845-3198; Guisan, Antoine/0000-0002-3998-4815; Conedera, Marco/0000-0003-3980-2142												0305-0270					AUG	2006	33	8					1492	1502		10.1111/j.1365-2699.2006.01535.x								WOS:000238887900015						
J	Farswan, A; Negi, K; Chandola-Saklani, A				Farswan, A.; Negi, K.; Chandola-Saklani, A.			Maximal changes in daily photoperiod around the vernal equinox wind the circannual clock in Spotted Munias at low and mid latitudes	JOURNAL OF ORNITHOLOGY																													0021-8375					AUG	2006	147	5		1			165	165										WOS:000240313201053						
J	Kucharik, CJ; Barford, CC; El Maayar, M; Wofsy, SC; Monson, RK; Baldocchi, DD				Kucharik, CJ; Barford, CC; El Maayar, M; Wofsy, SC; Monson, RK; Baldocchi, DD			A multiyear evaluation of a Dynamic Global Vegetation Model at three AmeriFlux forest sites: Vegetation structure, phenology, soil temperature, and CO2 and H2O vapor exchange	ECOLOGICAL MODELLING												We utilized eddy-covariance observations of carbon dioxide (CO2) and water vapor exchange at three AmeriFlux mid-latitude forest stands to evaluate IBIS, a Dynamic Global Vegetation Model (DGVM). Measurements of leaf area index (LAI), soil moisture and temperature, runoff, soil carbon (C), and soil respiration (R) were also compared with model output. An experimental approach was designed to help attribute model errors to the vegetation dynamics and phenology formulations versus simulated biological processes. Continental scale phenology sub-models poorly represented the timing of budburst and evolution of canopy LAI in deciduous forests. Biases of vegetation green-up of 6 weeks and delayed senescence were noted. Simulated soil temperatures were overestimated (underestimated) during the summer (winter) on average by 2-5 degrees C. Ecosystem R was overestimated during the growing season, on average, by 20-60 g C m(-2) month(-1), and underestimated during the winter by 10-20 g C m(-2) month(-1) at all sites. Simulated soil R failed to capture observed mid-summer peak rates and was generally lower than observed in winter. The overall comparison of simulated net ecosystem production (NEP) to observations showed a significant underestimate of growing season NEP of 25-100gCm(-2) month(-1), and an overall positive bias of 10-40 g C m(-2) month(-1) during the winter. Excellent agreement between annual average NEP observations and IBIS simulations in "fixed vegetation" mode resulted from offsetting seasonal model biases. The magnitude of simulated variation in seasonal and inter-annual C exchange was generally dampened with respect to observations. The parameterization, and in some cases the formulations (e.g., ecosystem R and phenology) limited model capacity to capture the seasonal fluctuations of C and water exchange. Model parameterizations and formulations were originally constrained and generalized for application to a wide range of global climate and soil conditions and plant functional types (PFTs), likely contributing to model biases. This problem potentially applies to other DGVMs and biosphere models, and will likely become increasingly relevant if investigators apply their models at higher spatial resolution. We suggest that revisions to DGVMs should focus on advancing the capabilities of current phenology formulations to account for photoperiod, soil moisture and frost in addition to temperature. Model representations of PFTs and formulations of ecosystem R need to be rethought, particularly with respect to use of Q(10) temperature functions as modifiers. Surface energy balance, C allocation, soil R, and plant response to nutrient stress deserve attention as well.				Baldocchi, Dennis/A-1625-2009	Baldocchi, Dennis/0000-0003-3496-4919; Kucharik, Christopher/0000-0002-0400-758X												0304-3800					JUL 10	2006	196	1-2					1	31		10.1016/j.ecolmodel.2005.11.031								WOS:000238638900001						
